movie_id,title,tags
950396,The Gorge,"Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within. Romance Science Fiction Thriller Miles Teller Anya Taylor-Joy Sigourney Weaver Scott Derrickson isolation fog tower elite sniper trust issues snipers long-term observation paranoïa unknown threat mysterious canyon sci‑fi romance espionage mission surveillance partners enigmatic environment survival pressure restricted zone"
1087040,Money Shot: The Pornhub Story,"Featuring interviews with performers, activists and past employees, this documentary offers a deep dive into the successes and scandals of Pornhub. Documentary Noelle Perdue Michael Stabile Siri Dahl Suzanne Hillinger porn industry porn actress adult filmmaking onlyfans porn"
646315,The Legendary Lighter,A man who used to be called Lighter cleans up his act from his days as a gangster and struggles to start over. Action Kim Hae-joon Park Sharon Lee Dong-ju Chae Ki-jun fighting action hero
1688652,Gary,"Two friends go on a work trip and encounter unexpected challenges and local personalities as they navigate their assignment. Their efforts to adapt to unfamiliar surroundings highlights moments of humor, small-town culture and the unpredictable nature of work travel. As they troubleshoot problems, their experience leaves a lasting impression and offers new perspectives on their friendship. Drama Comedy Ebon Moss-Bachrach Jon Bernthal Marin Ireland Christopher Storer prequel gary, indiana dramedy"
14836,Coraline,"Wandering her rambling old house in her boring new town, 11-year-old Coraline discovers a hidden door to a strangely idealized version of her life. In order to stay in the fantasy, she must make a frighteningly real sacrifice. Animation Family Fantasy Dakota Fanning Teri Hatcher Jennifer Saunders Henry Selick friendship dreams based on novel or book eye stuffed animal stop motion parallel world button new home secret door female villain reality vs fantasy dark fantasy aftercreditsstinger duringcreditsstinger horror for children talking cat somber parallel universe callous"
1539104,JUJUTSU KAISEN: Execution,"A veil abruptly descends over the busy Shibuya area amid the bustling Halloween crowds, trapping countless civilians inside. Satoru Gojo, the strongest jujutsu sorcerer, steps into the chaos. But lying in wait are curse users and spirits scheming to seal him away. Yuji Itadori, accompanied by his classmates and other top-tier jujutsu sorcerers, enters the fray in an unprecedented clash of curses — the Shibuya Incident. In the aftermath, ten colonies across Japan are transformed into dens of curses in a plan orchestrated by Noritoshi Kamo. As the deadly Culling Game starts, Special Grade sorcerer Yuta Okkotsu is assigned to carry out Yuji's execution for his perceived crimes. A compilation movie of Shibuya Incident including the first two episodes of the Culling Games arc. Animation Action Fantasy Junya Enoki Megumi Ogata Koji Yusa Shota Goshozono compilation based on manga edited from tv series shounen anime distressing"
240,The Godfather Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba. Drama Crime Al Pacino Robert Duvall Diane Keaton Francis Ford Coppola new year's eve new york city based on novel or book italian american cuba italy gangster praise blackmail symbolism senator revenge murder betrayal organized crime extortion mafia lawyer suburb sicilian mafia corrupt politician macabre 1950s new year violence"
1002398,Donselya,"Iris, an 18-year old virgin marries Joaquin, a rich widower, because of money. However, when he learns that Iris is not really a virgin, their honeymoon turns to a bloodbath. Drama Romance Dyessa Garcia Arnold Reyes Anthony Dabao Christopher Novabos sexy"
950396,The Gorge,"Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within. Romance Science Fiction Thriller Miles Teller Anya Taylor-Joy Sigourney Weaver Scott Derrickson isolation fog tower elite sniper trust issues snipers long-term observation paranoïa unknown threat mysterious canyon sci‑fi romance espionage mission surveillance partners enigmatic environment survival pressure restricted zone"
372058,Your Name.,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other. Animation Romance Drama Ryunosuke Kamiki Mone Kamishiraishi Ryo Narita Makoto Shinkai high school race against time dreams afterlife natural disaster supernatural time travel comet romance tragedy school body-swap high school student nonlinear timeline naked star crossed lovers power of love anime japanese high school urban fantasy incredulous"
1268127,Humint,A South Korean agent hunts a drug ring in Russia and goes head-to-head with a North Korean operative — pulling both into peril and tangled secrets. Thriller Action Drama Zo In-sung Park Jeong-min Park Hae-joon Ryoo Seung-wan double agent double cross undercover operation south korea north korea inter-korean relations national intelligence service (nis) political conspiracy spy vs spy deadly alliance trust no one hidden truths silent war broken loyalty shadow politics cold betrayal final operation intelligence war nis agent humint
497,The Green Mile,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution. Fantasy Drama Crime Tom Hanks David Morse Bonnie Hunt Frank Darabont mentally disabled death penalty based on novel or book southern usa psychopath death row jail guard supernatural great depression prison guard jail electric chair capital punishment torture magic realism healing 1930s abuse of power"
1061474,Superman,"Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent. Science Fiction Adventure Action David Corenswet Rachel Brosnahan Nicholas Hoult James Gunn dual identity superhero based on comic super power reboot modern day adaptation aftercreditsstinger duringcreditsstinger epic battle supervillain dc universe (dcu) anti-imperialism hopeful blockbuster alien heritage symbol of hope journalistic investigation city destruction world‑saving mission"
662707,Starbright,"A young woman becomes the guardian of a fallen star, which she must protect from dangerous forces with the help of a brave stranger. Adventure Action John Rhys-Davies Ted Levine Elisabeth Röhm Francesco Lucente fairy tale condescending disgusted"
1233413,Sinners,"Trying to leave their troubled lives behind, twin brothers return to their hometown to start again, only to discover that an even greater evil is waiting to welcome them back. Horror Action Thriller Michael B. Jordan Hailee Steinfeld Miles Caton Ryan Coogler chicago, illinois capitalism ku klux klan musician immortality vampire cousin surrealism sin alcoholism vampire hunter (slayer) church twins blunt estranged wife dual role cousin relationship death of daughter blues music aftercreditsstinger klansmen 1990s 1930s salvation assimilation chinese immigrant brother brother relationship southern gothic afro-descendants supernatural horror playful train station mississippi frightened"
872585,Oppenheimer,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II. Drama History Cillian Murphy Emily Blunt Matt Damon Christopher Nolan husband wife relationship based on novel or book atomic bomb patriotism new mexico world war ii atomic bomb test physics biography based on true story antisemitism interrogation guilt historical event nuclear weapons communism red scare mccarthyism top secret project moral dilemma usa politics 1940s 20th century manhattan project los alamos
1010755,The Strangers: Chapter 3,"Tethered by a frightening conclusion, Maya and the Strangers are locked on an unavoidable, unforgiving collision course — a showdown that proves they’re far from strangers now. Horror Thriller Madelaine Petsch Richard Brake Ema Horvath Renny Harlin sequel slasher struggle for survival reboot masked killer stalkers serial killers violent confrontations dirty sheriff cat‑and‑mouse chase isolated setting violent intrusion unexpected attacks victims under siege moral collapse"
1383519,Wolf Beach,Manu works at a beach bar. Klaus won't leave the last beach chair. What seems like a clash between opposites turns suspicious when Manu doubts Klaus's presence is coincidental. Tension builds until Klaus makes a disturbing offer. Comedy Thriller Guillermo Francella Dani Rovira Antonia San Juan Javier Veiga 
19995,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization. Science Fiction Action Adventure Sam Worthington Zoe Saldaña Sigourney Weaver James Cameron paraplegic attachment to nature culture clash indigenous space travel space colony tribe alien planet distant future marine battle love affair scientist nature native peoples power relations tribal customs tribal people tribal chief cryonics spiritual community 22nd century save the planet racial discrimination soldiers awestruck bold exhilarated"
11,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire. Adventure Action Science Fiction Mark Hamill Harrison Ford Carrie Fisher George Lucas empire galaxy rebellion android hermit smuggling (contraband) freedom rebel rescue mission space planet desert super power oppression space opera wizard totalitarianism tuwaderalit
980477,Ne Zha 2,"After a catastrophic event leaves their bodies destroyed, Ne Zha and Ao Bing are granted a fragile second chance at life. As tensions rise between the dragon clans and celestial forces, the two must undergo a series of perilous trials that will test their bond, challenge their identities, and decide the fate of both mortals and immortals. Animation Action Fantasy Adventure Lu Yanting Joseph Han Mo Jiao Zi fight magic dark fantasy based on myths, legends or folklore 3d animation nezha chinese mythology donghua"
1691129,Mulan: Light A fire,"After returning home from war, Mulan discovers her family shattered by corruption and violence. As she investigates the truth behind her brother’s death, she uncovers a vast conspiracy involving corrupt officials and ruthless merchants, forcing her onto a solitary path of vengeance and justice. Drama Chu Aixu  revenge"
1280738,The Furious,"After Wang Wei's daughter is kidnapped by a criminal network and he receives no help from the corrupt police, Wei sets out to find her himself. His only ally is Navin, a relentless journalist whose wife has mysteriously disappeared. Fueled by a furious vengeance, the unlikely duo ruthlessly battle the kidnappers in this explosive martial arts showdown. Action Crime Thriller Xie Miao Joe Taslim Yang Enyou Kenji Tanigaki martial arts kung fu child kidnapping tradesman missing wife corrupt police relentless vengeance dynamic duo"
1159831,The Bride!,"A lonely Frankenstein travels to 1930s Chicago to ask groundbreaking scientist Dr. Euphronious to create a companion for him. The two revive a murdered young woman and The Bride is born. But what ensues is beyond what either of them imagined. Science Fiction Horror Fantasy Jessie Buckley Christian Bale Peter Sarsgaard Maggie Gyllenhaal chicago, illinois new york city prostitute based on novel or book musical mad scientist niagara falls murder loneliness police corruption back from the dead attempted rape undercover operation companion woman director sexual assault femicide 1930s gothic romance female scientist female revolution frankenstein monster girl horror romance romantic fantasy mary shelley sci-fi horror audacious"
269149,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery. Animation Adventure Family Comedy Ginnifer Goodwin Jason Bateman Idris Elba Byron Howard sheep allegory lion hippopotamus cartoon villain bullying polar bear con artist anthropomorphism revenge conspiracy urban female protagonist animals rookie cop missing person fable racial prejudice injustice reconciliation female villain buddy cop stereotype aftercreditsstinger cartoon rabbit villain arrested discrimination cartoon bear thoughtful cartoon animal cartoon fox cartoon elephant intense cheerful"
424,Schindler's List,"The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II. Drama History War Liam Neeson Ben Kingsley Ralph Fiennes Steven Spielberg factory hero nazi concentration camp ss (nazi schutzstaffel) holocaust (shoah) world war ii ghetto jew persecution kraków, poland defense industry auschwitz-birkenau concentration camp biography based on true story industrialist historical fiction black and white train period drama poland evil historical drama disheartening"
348,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed. Horror Science Fiction Tom Skerritt Sigourney Weaver Veronica Cartwright Ridley Scott android spacecraft space marine biology dystopia countdown space suit beheading space travel cowardice alien space female protagonist parasite space opera cosmos"
214756,Ted 2,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law. Comedy Fantasy Mark Wahlberg Seth MacFarlane Amanda Seyfried Seth MacFarlane sperm bank sequel buddy courthouse teddy bear aftercreditsstinger toy comes to life provocative"
569094,Spider-Man: Across the Spider-Verse,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse's very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most. Animation Action Adventure Science Fiction Shameik Moore Hailee Steinfeld Brian Tyree Henry Justin K. Thompson new york city hero double life sacrifice secret identity superhero villain portal based on comic sequel romance alter ego alternate dimension parenting family alternate version super power brooklyn, new york city superhero team spider bite super villain cliffhanger masked superhero teenage romance young heroes teen superhero teen social issues chelsea alternate universe superhero teamup female superhero slow burn romance interdimensional travel ambiguous cliché enthusiastic excited vibrant"
44980,Zero Woman 2,"When a valuable suitcase is stolen, the mob, petty criminals, and a beautiful agent from the Elite Zero division are pulled into a battle to settle the score. Action Thriller Natsuki Ozawa Saori Iwama Kane Kosugi Daisuke Gotô female assassin"
278986,Gangor,An Italian film from Italo Spinelli Drama Priyanka Bose Tillotama Shome Adil Hussain Italo Spinelli 
1246049,Dracula,"In late 15th-century Eastern Europe, Prince Vlad II’s bride is brutally murdered. As a result, he renounces God and damns Heaven itself. Cursed with eternal life, Vlad is reborn as Dracula, an immortal warlord who defies fate in a blood-soaked crusade to wrench his lost love back from death. Horror Fantasy Romance Caleb Landry Jones Zoë Bleu Sidel Christoph Waltz Luc Besson paris, france vampire beheading parfum gargoyle gothic horror music box eternal love 19th century 15th century loss of wife dracula"
335984,Blade Runner 2049,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years. Science Fiction Drama Ryan Gosling Harrison Ford Ana de Armas Denis Villeneuve future android bounty hunter artificial intelligence (a.i.) dystopia sequel cyberpunk transhumanism los angeles, california las vegas tech noir cyber thriller humanoid robot blade runner 2040s serious slow burn direct informative dystopian oscar winner"
664767,Mortal Kombat Legends: Scorpion's Revenge,"After the vicious slaughter of his family by stone-cold mercenary Sub-Zero, Hanzo Hasashi is exiled to the torturous Netherrealm. There, in exchange for his servitude to the sinister Quan Chi, he’s given a chance to avenge his family – and is resurrected as Scorpion, a lost soul bent on revenge. Back on Earthrealm, Lord Raiden gathers a team of elite warriors – Shaolin monk Liu Kang, Special Forces officer Sonya Blade, and action star Johnny Cage – an unlikely band of heroes with one chance to save humanity. To do this, they must defeat Shang Tsung's horde of Outworld gladiators and reign over the Mortal Kombat tournament. Animation Action Fantasy Patrick Seitz Jordan Rodrigues Jennifer Carpenter Ethan Spaulding magic ninja fighter revenge sorcerer tournament shaolin monk fighting based on video game adult animation god of thunder"
1290417,Thrash,"When a Category 5 hurricane decimates a coastal town, the storm surge brings devastation, chaos, and something far more frightening onto shore: hungry sharks. Horror Thriller Phoebe Dynevor Whitney Peak Djimon Hounsou Tommy Wirkola hurricane natural disaster shark attack survival horror flood animal horror fight for survival ocean horror family under threat unpredictable danger life‑or‑death struggle storm threat isolated survivors fear‑driven decisions scientific expertise"
438631,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive. Science Fiction Adventure Timothée Chalamet Rebecca Ferguson Oscar Isaac Denis Villeneuve empire future army based on novel or book prophecy dystopia emperor sand spice chosen one hallucinogen treason baron revenge premonition betrayal space water shortage creature desert knife fight destiny giant worm space opera sand dune messiah mother son relationship giant creature complicated dune best picture nominee oscar winner"
769,GoodFellas,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway. Drama Crime Robert De Niro Ray Liotta Joe Pesci Martin Scorsese prison florida new york city based on novel or book gangster mass murder drug trafficking 1970s irish-american gore biography based on true story murder organized crime mafia brooklyn, new york city crime epic tampa, florida"
967998,Fatal Conspiracy,"Davi Martins, a commercial director of a financial institution, and Juliana Martins, a personal trainer, are a couple trying to recover from a crisis. At work, Davi ends up getting involved in the investigation of a financial scandal, putting himself in the crosshairs of dangerous people. Little by little, Juliana discovers that her new home may not be a new beginning, but the stage for a real nightmare. Some secrets may end her life. Horror Aline Mineiro Ricardo Ramory Ruben Espinoza Renato Siqueira "
744,Top Gun,"For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot. Action Drama Romance Tom Cruise Kelly McGillis Val Kilmer Tony Scott dying and death secret love lovesickness airplane loss of loved one self-discovery hostility fighter pilot pilot training camp battle assignment u.s. navy cowardliness homoeroticism pilot school based on magazine, newspaper or article admiring celebratory commanding exuberant"
1317288,Marty Supreme,"Marty Mauser, a young man with a dream no one respects, goes to hell and back in pursuit of greatness. Drama Thriller Timothée Chalamet Gwyneth Paltrow Odessa A'zion Josh Safdie new york city sports capitalism hustler narcissism ping pong scheming 1950s dedication american businessman table tennis amused bewildered oscar nominee best picture nominee"
866398,The Beekeeper,One man's campaign for vengeance takes on national stakes after he is revealed to be a former operative of a powerful and clandestine organization known as Beekeepers. Action Crime Thriller Jason Statham Emmy Raver-Lampman Josh Hutcherson David Ayer massachusetts secret government organization government conspiracy hand to hand combat vengeance fbi agent beekeepers scam call center retired assassin revenge mission relentless pursuit scam operation justice by force system corruption powerful elites
1011985,Kung Fu Panda 4,"Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past. Action Adventure Animation Comedy Family Fantasy Jack Black Awkwafina Viola Davis Mike Mitchell martial arts kung fu china villain sequel panda anthropomorphism chameleon female villain pathetic cliché joyful pretentious"
121,The Lord of the Rings: The Two Towers,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard. Adventure Fantasy Action Elijah Wood Ian McKellen Viggo Mortensen Peter Jackson mission army based on novel or book elves dwarf magic obsession allegory bravery castle reincarnation sequel battle brutality guide split personality marsh fantasy world wizard journey ring live action and animation hero's journey high fantasy wraith sword and sorcery trekking evil spell good versus evil trees awestruck comforting complicated hopeful winged creatures"
557,Spider-Man,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man. Action Science Fiction Tobey Maguire Willem Dafoe Kirsten Dunst Sam Raimi new york city adolescence photographer loss of loved one photography secret identity hostility superhero spider bad boss villain based on comic teenage boy teenage love evil super villain taking responsibility"
150540,Inside Out,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home. Animation Family Adventure Drama Comedy Amy Poehler Phyllis Smith Richard Kind Pete Docter dreams san francisco, california minnesota sadness cartoon disgust ice hockey imaginary friend elementary school family relationships memory fear family anger unicorn running away duringcreditsstinger emotions emotion joy compassionate empathetic hopeful"
389,12 Angry Men,"The defense and the prosecution have rested and the jury is filing into the jury room to decide if a young Spanish-American is guilty or innocent of murdering his father. What begins as an open and shut case soon becomes a mini-drama of each of the jurors' prejudices and preconceptions about the trial, the accused, and each other. Drama Martin Balsam John Fiedler Lee J. Cobb Sidney Lumet death penalty anonymity court case judge jurors innocence witness knife matter of life and death based on play or musical trial murder debate capital punishment black and white courtroom angry courtroom drama huis clos baffled derisive foreboding"
73353,Man in the Mirror: The Michael Jackson Story,Chronicles the rise and fall of pop king Michael Jackson. Drama TV Movie Flex Alexander Krista Rae Eugene Clark Allan Moyle 
1088434,Hellfire,A drifter with a mysterious past arrives in a small town and finds the residents in the grip of a ruthless crime boss and realizes he has to help them. Action Thriller Stephen Lang Harvey Keitel Scottie Thompson Isaac Florentine 
693134,Dune: Part Two,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee. Science Fiction Adventure Timothée Chalamet Zendaya Rebecca Ferguson Denis Villeneuve based on novel or book sandstorm chosen one distant future creature planet desert destiny giant worm space opera sand dune allegorical messiah fall from grace vengeance religious allegory giant creature power ambiguous antagonistic melodramatic dune best picture nominee oscar winner"
1236153,Mercy,"In the near future, a detective stands on trial accused of murdering his wife. He has ninety minutes to prove his innocence to the advanced AI Judge he once championed, before it determines his fate. Science Fiction Action Thriller Chris Pratt Rebecca Ferguson Kali Reis Timur Bekmambetov race against time mission artificial intelligence (a.i.) bomb kidnapping cop los angeles, california false accusations innocent suspect father daughter relationship criminal justice system evidence room near future screenlife alcoholic cop crime dystopian"
519182,Despicable Me 4,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run. Action Animation Comedy Family Science Fiction Steve Carell Kristen Wiig Will Ferrell Chris Renaud superhero villain sequel super villain aftercreditsstinger duringcreditsstinger kids calm"
862,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences. Family Comedy Animation Adventure Tom Hanks Tim Allen Don Rickles John Lasseter rescue friendship mission jealousy villain bullying elementary school rivalry anthropomorphism friends computer animation buddy walkie talkie toy car boy next door new toy neighborhood toy comes to life resourcefulness toy hilarious cheerful pixar"
4588,"Lust, Caution","During World War II, a secret agent must seduce and assassinate an official who works for the Japanese puppet government in Shanghai. Action Drama Romance Thriller Tony Leung Chiu-wai Tang Wei Joan Chen Ang Lee secret love china sexual obsession shanghai, china cheating espionage resistance in love with enemy traitor lover insurgence war on freedom occupying power insurrection love hong kong older man younger woman relationship extramarital affair mahjong resistance fighter erotic thriller 1940s"
62177,Brave,"In the mystical Scottish Highlands, Merida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Merida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Merida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Merida's quest — and serving as comic relief — are the kingdom's three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall. Animation Family Fantasy Adventure Kelly Macdonald Emma Thompson Billy Connolly Brenda Chapman witch kingdom scotland rebel bravery villain wish archer bear scot rebellious daughter turns into animal archery ruins aftercreditsstinger peace offering woman director insecure quest grim irreverent absurd whimsical derogatory disdainful disgusted disheartening disrespectful frustrated ridiculous"
346698,Barbie,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans. Comedy Adventure Fantasy Margot Robbie Ryan Gosling America Ferrera Greta Gerwig feminism satire patriarchy social satire based on toy female protagonist fish out of water womanhood doll reality vs fantasy fantasy world motherhood existentialism woman director misandry mother daughter relationship adventure comedy clinical gender discrimination secret world"
673,Harry Potter and the Prisoner of Azkaban,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all. Adventure Fantasy Daniel Radcliffe Rupert Grint Emma Watson Alfonso Cuarón witch school friend friendship flying magic bus traitor child hero school of witchcraft black magic time travel school best friend werewolf muggle ghost wizard aftercreditsstinger magical creature night bus teenage life christmas school class based on young adult novel magic spell admiring comforting enchant teen fantasy"
244786,Whiplash,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity. Drama Music Thriller Miles Teller J.K. Simmons Paul Reiser Damien Chazelle new york city jazz musician obsession music teacher conservatory drums montage perfectionist public humiliation jazz band angry aggressive young adult music school verbal abuse emotional abuse anxious based on short film psychological drama suspenseful powerful drummer"
652,Troy,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnon to help him get her back. Agamemnon sees this as an opportunity for power. They set off with 1,000 ships holding 50,000 Greeks to Troy. War Action History Brad Pitt Orlando Bloom Eric Bana Wolfgang Petersen adultery sibling relationship hostility bravery mythology beauty trojan war wall fraud sword fight battlefield historical fiction ancient world based on song, poem or rhyme pyre ancient greece peplum trojan horse bronze age sparta greece ships sword and sandal helmet exhilarated 12th century bc achilles helen of troy"
585,"Monsters, Inc.","Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home. Animation Comedy Family John Goodman Billy Crystal Mary Gibbs Pete Docter monster panic cheating kidnapping door infant villain portal rivalry energy supply friends hijinks best friend chameleon family parallel world conveyor belt duringcreditsstinger villain arrested invisibility energy company conspirators playful hilarious cheerful"
991494,The SpongeBob Movie: Search for SquarePants,"Desperate to be a big guy, SpongeBob sets out to prove his bravery to Mr. Krabs by following The Flying Dutchman – a mysterious swashbuckling ghost pirate – on a seafaring adventure that takes him to the deepest depths of the deep sea, where no Sponge has gone before. Adventure Animation Comedy Family Fantasy Tom Kenny Clancy Brown Rodger Bumpass Derek Drymon based on cartoon pirate based on tv series casual underworld adoring amused cheerful familiar"
429,"The Good, the Bad and the Ugly","While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold. Western Clint Eastwood Eli Wallach Lee Van Cleef Sergio Leone gold army bounty hunter hitman refugee anti hero moral ambiguity gallows outlaw gun battle shootout spaghetti western graveyard american civil war stolen gold complex hidden gold gun death excited cemetary confederate gold"
1140521,The Magic Faraway Tree,"A modern family relocates to the countryside where the children discover a magical tree with eccentric residents. They're transported to fantastical lands, rekindling their family bond through adventures. Family Fantasy Adventure Andrew Garfield Claire Foy Nicola Coughlan Ben Gregor tree based on children's book children's adventure estranged family"
414906,The Batman,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler. Crime Mystery Thriller Robert Pattinson Zoë Kravitz Jeffrey Wright Matt Reeves police psychopath secret identity crime fighter superhero nightclub politician based on comic vigilante organized crime serial killer millionaire social injustice murder investigation aftercreditsstinger masked superhero political corruption neo-noir urban gothic vengeance mayoral election wistful suspenseful tense gloomy"
